store_id,market,region,country,start_date,end_date,is_current
LOC3279,EU,South,Italy,2024-05-28,2024-12-31,True
LOC1333,Africa,Africa,Somalia,2024-05-28,2024-12-31,True
LOC1900,US,West,United States,2024-05-28,2024-12-31,True
LOC3580,APAC,Southeast Asia,Indonesia,2024-05-28,2024-12-31,True
LOC131,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC107,EU,Central,Netherlands,2024-05-28,2024-12-31,True
LOC1812,EU,Central,France,2024-05-28,2024-12-31,True
LOC437,EU,Central,Germany,2024-05-28,2024-12-31,True
LOC1317,EU,Central,Germany,2024-05-28,2024-12-31,True
LOC1403,US,Central,United States,2024-05-28,2024-12-31,True
LOC2143,LATAM,Central,Guatemala,2024-05-28,2024-12-31,True
LOC3583,US,East,United States,2024-05-28,2024-12-31,True
LOC2192,LATAM,North,Mexico,2024-05-28,2024-12-31,True
LOC655,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC1963,EU,South,Spain,2024-05-28,2024-12-31,True
LOC1526,EMEA,EMEA,Saudi Arabia,2024-05-28,2024-12-31,True
LOC2327,US,Central,United States,2024-05-28,2024-12-31,True
LOC2077,APAC,Southeast Asia,Indonesia,2024-05-28,2024-12-31,True
LOC1511,APAC,Southeast Asia,Indonesia,2024-05-28,2024-12-31,True
LOC1772,US,East,United States,2024-05-28,2024-12-31,True
LOC3112,APAC,Southeast Asia,Indonesia,2024-05-28,2024-12-31,True
LOC339,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC3290,LATAM,North,Mexico,2024-05-28,2024-12-31,True
LOC494,EMEA,EMEA,Belarus,2024-05-28,2024-12-31,True
LOC3346,EU,South,Spain,2024-05-28,2024-12-31,True
LOC670,US,South,United States,2024-05-28,2024-12-31,True
LOC3624,EMEA,EMEA,Ukraine,2024-05-28,2024-12-31,True
LOC177,EU,Central,France,2024-05-28,2024-12-31,True
LOC3141,EU,Central,France,2024-05-28,2024-12-31,True
LOC223,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC2533,EU,Central,France,2024-05-28,2024-12-31,True
LOC1337,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC2503,APAC,Southeast Asia,Cambodia,2024-05-28,2024-12-31,True
LOC1958,APAC,Oceania,Australia,2024-05-28,2024-12-31,True
LOC2329,US,West,United States,2024-05-28,2024-12-31,True
LOC1514,APAC,Southeast Asia,Indonesia,2024-05-28,2024-12-31,True
LOC2151,EU,Central,Germany,2024-05-28,2024-12-31,True
LOC2294,US,East,United States,2024-05-28,2024-12-31,True
LOC2984,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC1797,APAC,Oceania,Australia,2024-05-28,2024-12-31,True
LOC2025,APAC,Southeast Asia,Philippines,2024-05-28,2024-12-31,True
LOC1561,Africa,Africa,South Africa,2024-05-28,2024-12-31,True
LOC287,EU,South,Spain,2024-05-28,2024-12-31,True
LOC2603,US,East,United States,2024-05-28,2024-12-31,True
LOC2628,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC2846,US,West,United States,2024-05-28,2024-12-31,True
LOC2990,EMEA,EMEA,Iran,2024-05-28,2024-12-31,True
LOC443,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC1130,APAC,North Asia,Japan,2024-05-28,2024-12-31,True
LOC363,EU,South,Spain,2024-05-28,2024-12-31,True
LOC1706,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC1714,APAC,Southeast Asia,Malaysia,2024-05-28,2024-12-31,True
LOC206,EMEA,EMEA,Russia,2024-05-28,2024-12-31,True
LOC777,US,East,United States,2024-05-28,2024-12-31,True
LOC3540,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC2978,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC1504,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC2464,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC1733,EU,Central,France,2024-05-28,2024-12-31,True
LOC919,EU,Central,France,2024-05-28,2024-12-31,True
LOC594,Africa,Africa,South Africa,2024-05-28,2024-12-31,True
LOC557,Africa,Africa,Egypt,2024-05-28,2024-12-31,True
LOC3489,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC260,EMEA,EMEA,Azerbaijan,2024-05-28,2024-12-31,True
LOC536,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC1800,EU,Central,France,2024-05-28,2024-12-31,True
LOC3425,EMEA,EMEA,Lithuania,2024-05-28,2024-12-31,True
LOC519,LATAM,South,Argentina,2024-05-28,2024-12-31,True
LOC1189,Africa,Africa,Egypt,2024-05-28,2024-12-31,True
LOC1685,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC2045,Africa,Africa,Lesotho,2024-05-28,2024-12-31,True
LOC3483,APAC,Oceania,New Zealand,2024-05-28,2024-12-31,True
LOC1947,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC1071,LATAM,South,Brazil,2024-05-28,2024-12-31,True
LOC2053,LATAM,Central,Nicaragua,2024-05-28,2024-12-31,True
LOC3431,US,South,United States,2024-05-28,2024-12-31,True
LOC1993,LATAM,Central,Nicaragua,2024-05-28,2024-12-31,True
LOC3532,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC2255,EU,Central,France,2024-05-28,2024-12-31,True
LOC3093,EU,Central,France,2024-05-28,2024-12-31,True
LOC3111,APAC,Southeast Asia,Indonesia,2024-05-28,2024-12-31,True
LOC3295,LATAM,South,Brazil,2024-05-28,2024-12-31,True
LOC3395,EU,Central,Austria,2024-05-28,2024-12-31,True
LOC2111,LATAM,North,Mexico,2024-05-28,2024-12-31,True
LOC1388,APAC,Oceania,Australia,2024-05-28,2024-12-31,True
LOC1384,APAC,North Asia,Japan,2024-05-28,2024-12-31,True
LOC2599,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC036,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC1227,EU,South,Spain,2024-05-28,2024-12-31,True
LOC1387,APAC,Southeast Asia,Vietnam,2024-05-28,2024-12-31,True
LOC572,LATAM,Caribbean,Cuba,2024-05-28,2024-12-31,True
LOC2198,US,East,United States,2024-05-28,2024-12-31,True
LOC2506,EMEA,EMEA,Romania,2024-05-28,2024-12-31,True
LOC2127,LATAM,North,Mexico,2024-05-28,2024-12-31,True
LOC1830,LATAM,North,Mexico,2024-05-28,2024-12-31,True
LOC1502,EMEA,EMEA,Turkey,2024-05-28,2024-12-31,True
LOC823,LATAM,North,Mexico,2024-05-28,2024-12-31,True
LOC2009,APAC,Oceania,New Zealand,2024-05-28,2024-12-31,True
LOC3569,Africa,Africa,Cameroon,2024-05-28,2024-12-31,True
LOC2296,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC887,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC2902,EU,South,Spain,2024-05-28,2024-12-31,True
LOC587,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC2972,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC2768,EMEA,EMEA,Russia,2024-05-28,2024-12-31,True
LOC1436,LATAM,South,Brazil,2024-05-28,2024-12-31,True
LOC585,APAC,Oceania,Australia,2024-05-28,2024-12-31,True
LOC2568,Africa,Africa,South Africa,2024-05-28,2024-12-31,True
LOC577,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC1700,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC729,APAC,Oceania,New Zealand,2024-05-28,2024-12-31,True
LOC3427,EU,Central,France,2024-05-28,2024-12-31,True
LOC727,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC1297,EMEA,EMEA,Hungary,2024-05-28,2024-12-31,True
LOC1936,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC1085,US,South,United States,2024-05-28,2024-12-31,True
LOC3297,EU,South,Italy,2024-05-28,2024-12-31,True
LOC3068,US,Central,United States,2024-05-28,2024-12-31,True
LOC3017,APAC,Southeast Asia,Singapore,2024-05-28,2024-12-31,True
LOC360,Africa,Africa,Angola,2024-05-28,2024-12-31,True
LOC1756,US,Central,United States,2024-05-28,2024-12-31,True
LOC1382,APAC,North Asia,Japan,2024-05-28,2024-12-31,True
LOC1635,APAC,Southeast Asia,Indonesia,2024-05-28,2024-12-31,True
LOC2084,LATAM,Central,El Salvador,2024-05-28,2024-12-31,True
LOC292,EU,South,Spain,2024-05-28,2024-12-31,True
LOC2096,EU,Central,France,2024-05-28,2024-12-31,True
LOC1425,US,South,United States,2024-05-28,2024-12-31,True
LOC747,EU,Central,France,2024-05-28,2024-12-31,True
LOC543,EMEA,EMEA,Romania,2024-05-28,2024-12-31,True
LOC326,LATAM,South,Brazil,2024-05-28,2024-12-31,True
LOC2836,US,Central,United States,2024-05-28,2024-12-31,True
LOC876,APAC,Oceania,Australia,2024-05-28,2024-12-31,True
LOC1515,US,East,United States,2024-05-28,2024-12-31,True
LOC1827,EU,Central,France,2024-05-28,2024-12-31,True
LOC1780,EU,Central,France,2024-05-28,2024-12-31,True
LOC1479,EU,Central,Germany,2024-05-28,2024-12-31,True
LOC1587,Africa,Africa,Democratic Republic of the Congo,2024-05-28,2024-12-31,True
LOC1185,EU,Central,Belgium,2024-05-28,2024-12-31,True
LOC1458,US,Central,United States,2024-05-28,2024-12-31,True
LOC2039,EU,Central,France,2024-05-28,2024-12-31,True
LOC1762,APAC,Central Asia,Pakistan,2024-05-28,2024-12-31,True
LOC1242,EU,Central,France,2024-05-28,2024-12-31,True
LOC1039,EU,North,Finland,2024-05-28,2024-12-31,True
LOC3504,APAC,Oceania,Australia,2024-05-28,2024-12-31,True
LOC1500,EU,Central,France,2024-05-28,2024-12-31,True
LOC1602,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC2802,EU,Central,France,2024-05-28,2024-12-31,True
LOC613,LATAM,South,Colombia,2024-05-28,2024-12-31,True
LOC586,LATAM,North,Mexico,2024-05-28,2024-12-31,True
LOC1331,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC1723,Africa,Africa,Ghana,2024-05-28,2024-12-31,True
LOC2817,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC120,EU,Central,France,2024-05-28,2024-12-31,True
LOC1653,EMEA,EMEA,Iran,2024-05-28,2024-12-31,True
LOC685,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC298,EU,South,Italy,2024-05-28,2024-12-31,True
LOC3149,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC1721,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC1811,EU,Central,France,2024-05-28,2024-12-31,True
LOC2115,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC550,LATAM,North,Mexico,2024-05-28,2024-12-31,True
LOC527,APAC,Oceania,Australia,2024-05-28,2024-12-31,True
LOC3358,LATAM,South,Brazil,2024-05-28,2024-12-31,True
LOC1992,APAC,Southeast Asia,Indonesia,2024-05-28,2024-12-31,True
LOC2230,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC1642,EMEA,EMEA,Iran,2024-05-28,2024-12-31,True
LOC3204,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC2509,LATAM,South,Colombia,2024-05-28,2024-12-31,True
LOC277,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC3537,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC1678,Africa,Africa,Zambia,2024-05-28,2024-12-31,True
LOC1543,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC1315,APAC,North Asia,Japan,2024-05-28,2024-12-31,True
LOC2310,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC1560,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC3482,EU,Central,Germany,2024-05-28,2024-12-31,True
LOC220,APAC,Oceania,New Zealand,2024-05-28,2024-12-31,True
LOC1933,Africa,Africa,Democratic Republic of the Congo,2024-05-28,2024-12-31,True
LOC1115,US,Central,United States,2024-05-28,2024-12-31,True
LOC2371,US,Central,United States,2024-05-28,2024-12-31,True
LOC2239,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC3409,LATAM,North,Mexico,2024-05-28,2024-12-31,True
LOC2413,EU,Central,France,2024-05-28,2024-12-31,True
LOC2107,LATAM,North,Mexico,2024-05-28,2024-12-31,True
LOC2889,US,West,United States,2024-05-28,2024-12-31,True
LOC141,EU,Central,France,2024-05-28,2024-12-31,True
LOC845,LATAM,North,Mexico,2024-05-28,2024-12-31,True
LOC2145,US,South,United States,2024-05-28,2024-12-31,True
LOC053,EMEA,EMEA,Iraq,2024-05-28,2024-12-31,True
LOC2046,EMEA,EMEA,Iran,2024-05-28,2024-12-31,True
LOC390,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC2740,EU,South,Italy,2024-05-28,2024-12-31,True
LOC2426,EU,South,Spain,2024-05-28,2024-12-31,True
LOC2810,EU,Central,France,2024-05-28,2024-12-31,True
LOC1296,EMEA,EMEA,Hungary,2024-05-28,2024-12-31,True
LOC2162,Africa,Africa,Liberia,2024-05-28,2024-12-31,True
LOC2906,LATAM,Caribbean,Cuba,2024-05-28,2024-12-31,True
LOC441,LATAM,South,Colombia,2024-05-28,2024-12-31,True
LOC1030,EU,Central,Germany,2024-05-28,2024-12-31,True
LOC3178,EMEA,EMEA,Georgia,2024-05-28,2024-12-31,True
LOC1510,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC2685,EU,South,Italy,2024-05-28,2024-12-31,True
LOC237,LATAM,North,Mexico,2024-05-28,2024-12-31,True
LOC1932,EMEA,EMEA,Poland,2024-05-28,2024-12-31,True
LOC3633,EU,Central,Switzerland,2024-05-28,2024-12-31,True
LOC1006,EMEA,EMEA,Albania,2024-05-28,2024-12-31,True
LOC3448,EMEA,EMEA,Russia,2024-05-28,2024-12-31,True
LOC2988,APAC,North Asia,Japan,2024-05-28,2024-12-31,True
LOC2433,APAC,Southeast Asia,Indonesia,2024-05-28,2024-12-31,True
LOC1454,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC2983,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC381,US,East,United States,2024-05-28,2024-12-31,True
LOC1703,Africa,Africa,Chad,2024-05-28,2024-12-31,True
LOC263,APAC,Oceania,Australia,2024-05-28,2024-12-31,True
LOC2546,EMEA,EMEA,Montenegro,2024-05-28,2024-12-31,True
LOC2704,LATAM,South,Brazil,2024-05-28,2024-12-31,True
LOC3606,LATAM,North,Mexico,2024-05-28,2024-12-31,True
LOC1275,Canada,Canada,Canada,2024-05-28,2024-12-31,True
LOC351,US,West,United States,2024-05-28,2024-12-31,True
LOC457,EU,Central,France,2024-05-28,2024-12-31,True
LOC1314,EMEA,EMEA,Iran,2024-05-28,2024-12-31,True
LOC3513,Africa,Africa,Namibia,2024-05-28,2024-12-31,True
LOC994,EU,Central,Netherlands,2024-05-28,2024-12-31,True
LOC2641,LATAM,Central,Guatemala,2024-05-28,2024-12-31,True
LOC137,LATAM,Central,El Salvador,2024-05-28,2024-12-31,True
LOC825,US,East,United States,2024-05-28,2024-12-31,True
LOC1259,LATAM,Caribbean,Cuba,2024-05-28,2024-12-31,True
LOC240,APAC,Southeast Asia,Philippines,2024-05-28,2024-12-31,True
LOC1732,APAC,Oceania,Australia,2024-05-28,2024-12-31,True
LOC907,EU,Central,France,2024-05-28,2024-12-31,True
LOC1877,EU,South,Portugal,2024-05-28,2024-12-31,True
LOC1533,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC104,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC3455,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC2855,LATAM,Caribbean,Dominican Republic,2024-05-28,2024-12-31,True
LOC135,Africa,Africa,Madagascar,2024-05-28,2024-12-31,True
LOC3312,EMEA,EMEA,Russia,2024-05-28,2024-12-31,True
LOC3182,EMEA,EMEA,Iran,2024-05-28,2024-12-31,True
LOC354,APAC,Oceania,Australia,2024-05-28,2024-12-31,True
LOC2640,APAC,Central Asia,Pakistan,2024-05-28,2024-12-31,True
LOC2760,EU,South,Italy,2024-05-28,2024-12-31,True
LOC3030,LATAM,South,Colombia,2024-05-28,2024-12-31,True
LOC959,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC2717,EU,Central,France,2024-05-28,2024-12-31,True
LOC1842,EU,Central,France,2024-05-28,2024-12-31,True
LOC1950,EMEA,EMEA,Ukraine,2024-05-28,2024-12-31,True
LOC2873,LATAM,Central,El Salvador,2024-05-28,2024-12-31,True
LOC1908,US,East,United States,2024-05-28,2024-12-31,True
LOC3089,EU,North,United Kingdom,2024-05-28,2024-12-31,True
LOC2921,LATAM,South,Brazil,2024-05-28,2024-12-31,True
LOC1408,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC1822,US,West,United States,2024-05-28,2024-12-31,True
LOC2051,APAC,Oceania,New Zealand,2024-05-28,2024-12-31,True
LOC3500,APAC,Oceania,New Zealand,2024-05-28,2024-12-31,True
LOC1725,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC776,US,Central,United States,2024-05-28,2024-12-31,True
LOC3361,Canada,Canada,Canada,2024-05-28,2024-12-31,True
LOC2435,EU,South,Spain,2024-05-28,2024-12-31,True
LOC1326,EU,North,Sweden,2024-05-28,2024-12-31,True
LOC2406,EU,South,Spain,2024-05-28,2024-12-31,True
LOC612,US,Central,United States,2024-05-28,2024-12-31,True
LOC2265,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC3259,EU,South,Spain,2024-05-28,2024-12-31,True
LOC3307,APAC,North Asia,Japan,2024-05-28,2024-12-31,True
LOC2592,EU,South,Italy,2024-05-28,2024-12-31,True
LOC2551,EMEA,EMEA,Ukraine,2024-05-28,2024-12-31,True
LOC900,APAC,Southeast Asia,Indonesia,2024-05-28,2024-12-31,True
LOC2684,EU,Central,Germany,2024-05-28,2024-12-31,True
LOC3433,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC745,EU,Central,France,2024-05-28,2024-12-31,True
LOC1151,EU,Central,Germany,2024-05-28,2024-12-31,True
LOC1556,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC2585,Africa,Africa,South Africa,2024-05-28,2024-12-31,True
LOC3444,EMEA,EMEA,Russia,2024-05-28,2024-12-31,True
LOC531,EU,South,Spain,2024-05-28,2024-12-31,True
LOC1690,APAC,Central Asia,India,2024-05-28,2024-12-31,True
LOC3563,APAC,Southeast Asia,Myanmar (Burma),2024-05-28,2024-12-31,True
LOC453,EU,Central,France,2024-05-28,2024-12-31,True
LOC2168,EU,Central,France,2024-05-28,2024-12-31,True
LOC1952,EU,Central,France,2024-05-28,2024-12-31,True
LOC2909,LATAM,South,Brazil,2024-05-28,2024-12-31,True
LOC2093,EU,Central,Germany,2024-05-28,2024-12-31,True
LOC3062,LATAM,Caribbean,Jamaica,2024-05-28,2024-12-31,True
LOC3171,APAC,Oceania,New Zealand,2024-05-28,2024-12-31,True
LOC1073,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC3384,EU,Central,France,2024-05-28,2024-12-31,True
LOC3218,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC705,LATAM,North,Mexico,2024-05-28,2024-12-31,True
LOC1011,EU,South,Spain,2024-05-28,2024-12-31,True
LOC2893,LATAM,Caribbean,Dominican Republic,2024-05-28,2024-12-31,True
LOC485,LATAM,South,Brazil,2024-05-28,2024-12-31,True
LOC1783,APAC,North Asia,China,2024-05-28,2024-12-31,True
LOC447,EU,South,Italy,2024-05-28,2024-12-31,True
LOC077,APAC,Oceania,Australia,2024-05-28,2024-12-31,True
LOC930,EMEA,EMEA,Qatar,2024-05-28,2024-12-31,True
LOC3376,EU,South,Italy,2024-05-28,2024-12-31,True
LOC2059,APAC,North Asia,Japan,2024-05-28,2024-12-31,True
